iter	Logloss
0	0.4788547433
1	0.3346006686
2	0.2299496681
3	0.1596227753
4	0.1131453235
5	0.0802628459
6	0.05688785826
7	0.04264165101
8	0.03216800288
9	0.02418803474
10	0.01855875888
11	0.01441958472
12	0.01117487054
13	0.009057949543
14	0.0072332546
15	0.00595314401
16	0.004968261236
17	0.004131761558
18	0.003478221545
19	0.002984052639
20	0.002606840587
21	0.00228773981
22	0.002023913449
23	0.001800146799
24	0.001597774213
25	0.001440345924
26	0.001304025938
27	0.001195870517
28	0.00110139722
29	0.001014298931
30	0.0009413926357
31	0.0008783215076
32	0.0008228885636
33	0.0007761898943
34	0.000729481283
35	0.0006879003085
36	0.000651016964
37	0.0006196616903
38	0.0005937505829
39	0.0005694306733
40	0.0005457144347
41	0.0005245400846
42	0.0004995983115
43	0.0004801039096
44	0.0004609302075
45	0.0004443190895
46	0.0004269363993
47	0.0004167729957
48	0.000407021554
49	0.0003978347039
50	0.0003889987746
51	0.0003783128374
52	0.0003701688712
53	0.0003622812759
54	0.0003547345079
55	0.0003476657838
56	0.0003406176015
57	0.0003342738843
58	0.0003306733288
59	0.000323046808
60	0.0003191693633
61	0.0003160419836
62	0.0003128641072
63	0.0003097411902
64	0.0003061794389
65	0.0003035281007
66	0.0003004735112
67	0.0002978181373
68	0.0002951468494
69	0.0002914098041
70	0.0002886966661
71	0.0002860173637
72	0.0002834739408
73	0.0002808396485
74	0.000278217515
75	0.0002756708077
76	0.0002732267784
77	0.000270713665
78	0.0002680388226
79	0.0002657456012
80	0.0002632319823
81	0.0002608940878
82	0.0002586840471
83	0.0002562527118
84	0.000250604606
85	0.0002506447198
86	0.0002506381053
87	0.0002505845811
88	0.0002505845811
89	0.0002505845811
90	0.0002505845811
91	0.0002505845811
92	0.0002505845811
93	0.0002505392513
94	0.0002506570671
95	0.0002506570671
96	0.0002506570671
97	0.0002506570671
98	0.0002506570671
99	0.0002504780978
100	0.0002421792591
101	0.0002421792591
102	0.0002421792591
103	0.0002421792591
104	0.0002421792591
105	0.0002421792591
106	0.0002421792591
107	0.0002421792591
108	0.0002421792591
109	0.0002421792591
110	0.00024244339
111	0.00024244339
112	0.00024244339
113	0.0002370650234
114	0.0002370650234
115	0.0002372218477
116	0.0002372218477
117	0.0002371817209
118	0.0002371817209
119	0.0002371817209
120	0.0002371817209
121	0.0002371817209
122	0.0002371817209
123	0.0002371817209
124	0.0002371817209
125	0.0002371817209
126	0.0002371817209
127	0.0002371817209
128	0.0002371817209
129	0.0002371817209
130	0.0002371817209
131	0.0002371817209
132	0.0002371817209
133	0.0002371817209
134	0.0002371817209
135	0.0002371817209
136	0.0002371817209
137	0.0002371817209
138	0.0002371817209
139	0.0002373170564
140	0.0002373170564
141	0.0002375213738
142	0.0002373436866
143	0.0002371787032
144	0.0002371787032
145	0.0002371787032
146	0.0002371787032
147	0.0002371787032
148	0.000237381822
149	0.000237381822
150	0.000237381822
151	0.000237381822
152	0.000237381822
153	0.0002371143616
154	0.0002371143616
155	0.0002371143616
156	0.0002371143616
157	0.0002373210135
158	0.0002373210135
159	0.0002374167458
160	0.0002373554242
161	0.0002373554242
162	0.0002372790013
163	0.0002372790013
164	0.0002372790013
165	0.0002372790013
166	0.0002372790013
167	0.0002372790013
168	0.0002372790013
169	0.0002372790013
170	0.0002372790013
171	0.0002372790013
172	0.0002372790013
173	0.0002372790013
174	0.0002372790013
175	0.0002372790013
176	0.0002372790013
177	0.0002372790013
178	0.0002372790013
179	0.0002372790013
180	0.0002372356521
181	0.0002372256469
182	0.0002372256469
183	0.0002373389415
184	0.0002373389415
185	0.0002373389415
186	0.0002374434426
187	0.0002371891563
188	0.0002371891563
189	0.0002371902609
190	0.0002372307429
191	0.0002372473169
192	0.0002372473169
193	0.0002372473169
194	0.0002372644354
195	0.0002372644354
196	0.0002372644354
197	0.0002372644354
198	0.0002372644354
199	0.0002372644354
200	0.0002372644354
201	0.000237294553
202	0.0002371756401
203	0.0002371756401
204	0.0002371756401
205	0.0002371756401
206	0.0002371756401
207	0.0002371756401
208	0.0002371756401
209	0.0002371756401
210	0.0002371756401
211	0.0002371756401
212	0.0002371756401
213	0.0002371756401
214	0.0002371756401
215	0.0002371756401
216	0.0002371756401
217	0.0002371756401
218	0.0002371756401
219	0.0002371756401
220	0.0002371756401
221	0.0002371756401
222	0.0002371756401
223	0.0002371756401
224	0.0002371756401
225	0.0002371756401
226	0.0002371756401
227	0.0002371756401
228	0.0002371756401
229	0.0002371756401
230	0.0002371756401
231	0.0002371756401
232	0.0002371756401
233	0.0002371756401
234	0.0002371756401
235	0.0002371756401
236	0.0002371756401
237	0.0002371756401
238	0.0002371756401
239	0.0002371756401
240	0.0002371756401
241	0.0002371756401
242	0.0002371756401
243	0.0002371756401
244	0.0002371756401
245	0.0002371756401
246	0.0002371756401
247	0.0002371756401
248	0.0002371756401
249	0.0002371756401
250	0.0002371756401
251	0.0002371756401
252	0.0002371756401
253	0.0002371756401
254	0.0002371756401
255	0.0002371756401
256	0.0002371756401
257	0.0002371756401
258	0.0002371756401
259	0.0002371756401
260	0.0002371756401
261	0.0002371756401
262	0.0002371756401
263	0.0002371756401
264	0.0002371756401
265	0.0002371756401
266	0.0002371756401
267	0.0002371756401
268	0.0002371756401
269	0.0002371756401
270	0.0002371756401
271	0.0002371756401
272	0.0002371756401
273	0.0002371756401
274	0.0002371756401
275	0.0002371756401
276	0.0002371756401
277	0.0002371756401
278	0.0002371756401
279	0.0002371756401
280	0.0002371756401
281	0.0002371756401
282	0.0002371756401
283	0.0002371756401
284	0.0002371756401
285	0.0002371756401
286	0.0002371756401
287	0.0002371756401
288	0.0002371756401
289	0.0002371756401
290	0.0002371756401
291	0.0002371756401
292	0.0002371756401
293	0.0002371756401
294	0.0002371756401
295	0.0002371756401
296	0.0002371756401
297	0.0002371756401
298	0.0002371756401
